Date,Value
2022-01-01,0.12474839228501866
2022-01-02,10.329919472245725
2022-01-03,13.858795268953138
2022-01-04,19.197092017120212
2022-01-05,27.753677827758004
2022-01-06,32.718954637038614
2022-01-07,29.770086374891605
2022-01-08,32.543891532086775
2022-01-09,40.37907673988265
2022-01-10,37.12665372585396
2022-01-11,48.07424507626251
2022-01-12,43.93393738485727
2022-01-13,38.14254790235172
2022-01-14,37.110353158281264
2022-01-15,34.44515649840364
2022-01-16,26.33152245434482
2022-01-17,29.779231053044235
2022-01-18,30.57835538497012
2022-01-19,29.908153628615807
2022-01-20,23.868408506385432
2022-01-21,16.39827651698823
2022-01-22,17.30807932100315
2022-01-23,8.751974365424301
2022-01-24,19.08779516782033
2022-01-25,28.48731859830276
2022-01-26,30.653850029697896
2022-01-27,37.87074632446621
2022-01-28,48.514796987591126
2022-01-29,47.06317123003946
2022-01-30,55.333276447158056
