date,value
2022-01-01,0.9930795523667237
2022-01-02,8.699253836792511
2022-01-03,14.526185661820211
2022-01-04,14.900585898835887
2022-01-05,6.6943392560833335
2022-01-06,0.42900010909897546
2022-01-07,0.5198493872711243
2022-01-08,0
2022-01-09,0
2022-01-10,10.630655035770445
2022-01-11,19.69140574124126
2022-01-12,28.028961919467786
2022-01-13,23.71417281074251
2022-01-14,20.445643367876727
2022-01-15,27.52412390532378
2022-01-16,32.31118287558021
2022-01-17,33.52552552428522
2022-01-18,43.16737008876207
2022-01-19,40.05399664834094
2022-01-20,31.06906456204533
2022-01-21,29.239243437094494
2022-01-22,22.29105502609766
2022-01-23,28.418216778374997
2022-01-24,33.22084910762167
2022-01-25,34.86679588641335
2022-01-26,34.589678573138116
2022-01-27,44.48955911097187
2022-01-28,44.22551482189631
2022-01-29,51.07448709025918
2022-01-30,58.09815217025566
