date,value
2022-01-01,32.716966804725075
2022-01-02,38.7404961481943
2022-01-03,41.901015470430195
2022-01-04,33.40991232573318
2022-01-05,43.977999080761364
2022-01-06,38.69823814375799
2022-01-07,30.181823877569578
2022-01-08,45.72979699158387
2022-01-09,45.26017488740446
2022-01-10,37.31624840063927
2022-01-11,44.41243112419292
2022-01-12,42.3941962305599
2022-01-13,35.41178168492063
2022-01-14,41.768437858955984
2022-01-15,34.83171751685909
2022-01-16,42.00587575722021
2022-01-17,38.97777336480586
2022-01-18,42.75116416917804
2022-01-19,35.63649066381411
2022-01-20,48.32239682427025
2022-01-21,31.85209646835345
2022-01-22,40.10433339038477
2022-01-23,37.58056651290506
2022-01-24,34.55301582513866
2022-01-25,36.00666538441337
2022-01-26,35.50090809235
2022-01-27,42.9991351078729
2022-01-28,35.3565970296342
2022-01-29,43.130961601096914
2022-01-30,41.651441587294855
2022-01-31,34.524270632847156
2022-02-01,48.59095271160186
2022-02-02,34.18258284434161
2022-02-03,45.41109761913078
2022-02-04,33.40264243670365
2022-02-05,37.025010713995925
2022-02-06,49.62586740928934
2022-02-07,36.972890694808825
2022-02-08,31.967601760458532
2022-02-09,34.576713143090075
2022-02-10,30.470160544900185
2022-02-11,39.61775826226976
2022-02-12,40.122570795551106
2022-02-13,34.33063456497524
2022-02-14,44.99740905064961
2022-02-15,40.17703002907713
2022-02-16,33.83977831043041
2022-02-17,37.60849432539638
2022-02-18,32.83112883489308
2022-02-19,47.04764156794021
2022-02-20,47.75784040191307
2022-02-21,47.873415135223865
2022-02-22,30.48380441243568
2022-02-23,41.138549099948634
2022-02-24,37.193613726970256
2022-02-25,34.11937452839006
2022-02-26,40.67474830559211
2022-02-27,46.497453213705
2022-02-28,41.26122645189816
2022-03-01,36.203396463673236
2022-03-02,45.5193258889851
2022-03-03,38.914502188101984
2022-03-04,34.54732772721985
2022-03-05,39.918203331212084
2022-03-06,49.92279049229713
2022-03-07,39.95256298698276
2022-03-08,48.206931724961336
2022-03-09,39.20861275161893
2022-03-10,36.79054586938832
2022-03-11,30.07797170744017
2022-03-12,43.843474202089574
2022-03-13,41.54831388748484
2022-03-14,45.90541739362991
2022-03-15,39.99064251038109
2022-03-16,37.263804684727425
2022-03-17,35.850909371749786
2022-03-18,39.59915868300941
2022-03-19,38.9399693697234
